Source,Target,Type,Id,Label,timeset,Weight
0,173,Undirected,172,,,1
0,174,Undirected,173,,,1
0,175,Undirected,174,,,1
0,176,Undirected,175,,,1
0,177,Undirected,176,,,1
0,178,Undirected,177,,,1
0,179,Undirected,178,,,1
0,180,Undirected,179,,,1
0,181,Undirected,180,,,1
0,182,Undirected,181,,,1
0,183,Undirected,182,,,1
0,184,Undirected,183,,,1
0,185,Undirected,184,,,1
0,186,Undirected,185,,,1
0,187,Undirected,186,,,1
0,188,Undirected,187,,,1
0,189,Undirected,188,,,1
0,190,Undirected,189,,,1
0,191,Undirected,190,,,1
0,192,Undirected,191,,,1
0,193,Undirected,192,,,1
0,194,Undirected,193,,,1
0,195,Undirected,194,,,1
0,196,Undirected,195,,,1
0,197,Undirected,196,,,1
0,198,Undirected,197,,,1
0,199,Undirected,198,,,1
0,200,Undirected,199,,,1
0,201,Undirected,200,,,1
0,202,Undirected,201,,,1
0,203,Undirected,202,,,1
0,204,Undirected,203,,,1
0,205,Undirected,204,,,1
0,206,Undirected,205,,,1
0,207,Undirected,206,,,1
0,208,Undirected,207,,,1
0,209,Undirected,208,,,1
0,210,Undirected,209,,,1
0,211,Undirected,210,,,1
0,212,Undirected,211,,,1
0,213,Undirected,212,,,1
0,214,Undirected,213,,,1
0,215,Undirected,214,,,1
0,216,Undirected,215,,,1
0,217,Undirected,216,,,1
0,218,Undirected,217,,,1
0,219,Undirected,218,,,1
0,220,Undirected,219,,,1
0,221,Undirected,220,,,1
0,222,Undirected,221,,,1
0,223,Undirected,222,,,1
0,224,Undirected,223,,,1
0,225,Undirected,224,,,1
0,226,Undirected,225,,,1
0,227,Undirected,226,,,1
0,228,Undirected,227,,,1
0,229,Undirected,228,,,1
0,230,Undirected,229,,,1
0,231,Undirected,230,,,1
0,232,Undirected,231,,,1
0,233,Undirected,232,,,1
0,234,Undirected,233,,,1
0,235,Undirected,234,,,1
0,236,Undirected,235,,,1
0,237,Undirected,236,,,1
0,238,Undirected,237,,,1
0,239,Undirected,238,,,1
0,240,Undirected,239,,,1
0,241,Undirected,240,,,1
0,242,Undirected,241,,,1
0,243,Undirected,242,,,1
0,244,Undirected,243,,,1
0,245,Undirected,244,,,1
0,246,Undirected,245,,,1
0,247,Undirected,246,,,1
0,248,Undirected,247,,,1
0,249,Undirected,248,,,1
0,250,Undirected,249,,,1
0,251,Undirected,250,,,1
0,252,Undirected,251,,,1
0,253,Undirected,252,,,1
0,254,Undirected,253,,,1
0,255,Undirected,254,,,1
0,256,Undirected,255,,,1
0,257,Undirected,256,,,1
0,258,Undirected,257,,,1
0,259,Undirected,258,,,1
0,260,Undirected,259,,,1
0,261,Undirected,260,,,1
0,262,Undirected,261,,,1
0,263,Undirected,262,,,1
0,264,Undirected,263,,,1
0,265,Undirected,264,,,1
0,266,Undirected,265,,,1
0,267,Undirected,266,,,1
0,268,Undirected,267,,,1
0,269,Undirected,268,,,1
0,270,Undirected,269,,,1
0,271,Undirected,270,,,1
0,272,Undirected,271,,,1
0,273,Undirected,272,,,1
0,274,Undirected,273,,,1
0,275,Undirected,274,,,1
0,276,Undirected,275,,,1
0,277,Undirected,276,,,1
0,278,Undirected,277,,,1
0,279,Undirected,278,,,1
0,280,Undirected,279,,,1
0,281,Undirected,280,,,1
0,282,Undirected,281,,,1
0,283,Undirected,282,,,1
0,284,Undirected,283,,,1
0,285,Undirected,284,,,1
0,286,Undirected,285,,,1
0,287,Undirected,286,,,1
0,288,Undirected,287,,,1
0,289,Undirected,288,,,1
0,290,Undirected,289,,,1
0,291,Undirected,290,,,1
0,292,Undirected,291,,,1
0,293,Undirected,292,,,1
0,294,Undirected,293,,,1
0,295,Undirected,294,,,1
0,296,Undirected,295,,,1
0,297,Undirected,296,,,1
0,298,Undirected,297,,,1
0,299,Undirected,298,,,1
0,300,Undirected,299,,,1
0,301,Undirected,300,,,1
0,302,Undirected,301,,,1
0,303,Undirected,302,,,1
0,304,Undirected,303,,,1
0,305,Undirected,304,,,1
0,306,Undirected,305,,,1
0,307,Undirected,306,,,1
0,308,Undirected,307,,,1
0,309,Undirected,308,,,1
0,310,Undirected,309,,,1
0,311,Undirected,310,,,1
0,312,Undirected,311,,,1
0,313,Undirected,312,,,1
0,314,Undirected,313,,,1
0,315,Undirected,314,,,1
0,316,Undirected,315,,,1
0,317,Undirected,316,,,1
0,318,Undirected,317,,,1
0,319,Undirected,318,,,1
0,320,Undirected,319,,,1
0,321,Undirected,320,,,1
0,322,Undirected,321,,,1
0,323,Undirected,322,,,1
0,324,Undirected,323,,,1
0,325,Undirected,324,,,1
0,326,Undirected,325,,,1
0,327,Undirected,326,,,1
0,328,Undirected,327,,,1
0,329,Undirected,328,,,1
0,330,Undirected,329,,,1
0,331,Undirected,330,,,1
0,332,Undirected,331,,,1
0,333,Undirected,332,,,1
0,334,Undirected,333,,,1
0,335,Undirected,334,,,1
0,336,Undirected,335,,,1
0,337,Undirected,336,,,1
0,338,Undirected,337,,,1
0,339,Undirected,338,,,1
0,340,Undirected,339,,,1
0,341,Undirected,340,,,1
0,342,Undirected,341,,,1
0,343,Undirected,342,,,1
0,344,Undirected,343,,,1
0,345,Undirected,344,,,1
0,346,Undirected,345,,,1
0,347,Undirected,346,,,1
1,48,Undirected,347,,,1
1,53,Undirected,348,,,1
1,54,Undirected,349,,,1
1,73,Undirected,350,,,1
1,88,Undirected,351,,,1
1,92,Undirected,352,,,1
1,119,Undirected,353,,,1
1,126,Undirected,354,,,1
1,133,Undirected,355,,,1
1,194,Undirected,356,,,1
1,236,Undirected,357,,,1
1,280,Undirected,358,,,1
1,299,Undirected,359,,,1
1,315,Undirected,360,,,1
1,322,Undirected,361,,,1
1,346,Undirected,362,,,1
2,20,Undirected,363,,,1
2,115,Undirected,364,,,1
2,116,Undirected,365,,,1
2,149,Undirected,366,,,1
2,226,Undirected,367,,,1
2,312,Undirected,368,,,1
2,326,Undirected,369,,,1
2,333,Undirected,370,,,1
2,343,Undirected,371,,,1
3,9,Undirected,372,,,1
3,25,Undirected,373,,,1
3,26,Undirected,374,,,1
3,67,Undirected,375,,,1
3,72,Undirected,376,,,1
3,85,Undirected,377,,,1
3,122,Undirected,378,,,1
3,142,Undirected,379,,,1
3,170,Undirected,380,,,1
3,188,Undirected,381,,,1
3,200,Undirected,382,,,1
3,228,Undirected,383,,,1
3,274,Undirected,384,,,1
3,280,Undirected,385,,,1
3,283,Undirected,386,,,1
3,323,Undirected,387,,,1
4,78,Undirected,388,,,1
4,152,Undirected,389,,,1
4,181,Undirected,390,,,1
4,195,Undirected,391,,,1
4,218,Undirected,392,,,1
4,273,Undirected,393,,,1
4,275,Undirected,394,,,1
4,306,Undirected,395,,,1
4,328,Undirected,396,,,1
5,87,Undirected,397,,,1
5,122,Undirected,398,,,1
5,156,Undirected,399,,,1
5,158,Undirected,400,,,1
5,169,Undirected,401,,,1
5,180,Undirected,402,,,1
5,187,Undirected,403,,,1
5,204,Undirected,404,,,1
5,213,Undirected,405,,,1
5,235,Undirected,406,,,1
5,315,Undirected,407,,,1
5,316,Undirected,408,,,1
6,89,Undirected,409,,,1
6,95,Undirected,410,,,1
6,147,Undirected,411,,,1
6,219,Undirected,412,,,1
6,319,Undirected,413,,,1
7,22,Undirected,414,,,1
7,31,Undirected,415,,,1
7,38,Undirected,416,,,1
7,65,Undirected,417,,,1
7,87,Undirected,418,,,1
7,103,Undirected,419,,,1
7,129,Undirected,420,,,1
7,136,Undirected,421,,,1
7,168,Undirected,422,,,1
7,213,Undirected,423,,,1
7,246,Undirected,424,,,1
7,291,Undirected,425,,,1
7,304,Undirected,426,,,1
7,308,Undirected,427,,,1
7,315,Undirected,428,,,1
7,322,Undirected,429,,,1
7,339,Undirected,430,,,1
7,340,Undirected,431,,,1
7,347,Undirected,432,,,1
8,91,Undirected,433,,,1
8,110,Undirected,434,,,1
8,193,Undirected,435,,,1
8,201,Undirected,436,,,1
8,245,Undirected,437,,,1
8,259,Undirected,438,,,1
8,264,Undirected,439,,,1
9,21,Undirected,440,,,1
9,25,Undirected,441,,,1
9,26,Undirected,442,,,1
9,30,Undirected,443,,,1
9,56,Undirected,444,,,1
9,66,Undirected,445,,,1
9,67,Undirected,446,,,1
9,69,Undirected,447,,,1
9,72,Undirected,448,,,1
9,75,Undirected,449,,,1
9,79,Undirected,450,,,1
9,85,Undirected,451,,,1
9,105,Undirected,452,,,1
9,113,Undirected,453,,,1
9,119,Undirected,454,,,1
9,122,Undirected,455,,,1
9,128,Undirected,456,,,1
9,133,Undirected,457,,,1
9,134,Undirected,458,,,1
9,141,Undirected,459,,,1
9,142,Undirected,460,,,1
9,148,Undirected,461,,,1
9,156,Undirected,462,,,1
9,161,Undirected,463,,,1
9,169,Undirected,464,,,1
9,170,Undirected,465,,,1
9,176,Undirected,466,,,1
9,185,Undirected,467,,,1
9,186,Undirected,468,,,1
9,188,Undirected,469,,,1
9,199,Undirected,470,,,1
9,200,Undirected,471,,,1
9,203,Undirected,472,,,1
9,224,Undirected,473,,,1
9,231,Undirected,474,,,1
9,232,Undirected,475,,,1
9,252,Undirected,476,,,1
9,258,Undirected,477,,,1
9,271,Undirected,478,,,1
9,272,Undirected,479,,,1
9,276,Undirected,480,,,1
9,277,Undirected,481,,,1
9,280,Undirected,482,,,1
9,285,Undirected,483,,,1
9,291,Undirected,484,,,1
9,295,Undirected,485,,,1
9,297,Undirected,486,,,1
9,304,Undirected,487,,,1
9,315,Undirected,488,,,1
9,322,Undirected,489,,,1
9,323,Undirected,490,,,1
9,329,Undirected,491,,,1
9,334,Undirected,492,,,1
9,341,Undirected,493,,,1
9,342,Undirected,494,,,1
10,67,Undirected,495,,,1
10,142,Undirected,496,,,1
10,169,Undirected,497,,,1
10,200,Undirected,498,,,1
10,277,Undirected,499,,,1
10,285,Undirected,500,,,1
10,291,Undirected,501,,,1
10,323,Undirected,502,,,1
10,332,Undirected,503,,,1
13,21,Undirected,504,,,1
13,26,Undirected,505,,,1
13,56,Undirected,506,,,1
13,59,Undirected,507,,,1
13,65,Undirected,508,,,1
13,67,Undirected,509,,,1
13,82,Undirected,510,,,1
13,98,Undirected,511,,,1
13,109,Undirected,512,,,1
13,118,Undirected,513,,,1
13,119,Undirected,514,,,1
13,148,Undirected,515,,,1
13,172,Undirected,516,,,1
13,188,Undirected,517,,,1
13,199,Undirected,518,,,1
13,211,Undirected,519,,,1
13,223,Undirected,520,,,1
13,236,Undirected,521,,,1
13,238,Undirected,522,,,1
13,239,Undirected,523,,,1
13,252,Undirected,524,,,1
13,261,Undirected,525,,,1
13,265,Undirected,526,,,1
13,271,Undirected,527,,,1
13,277,Undirected,528,,,1
13,304,Undirected,529,,,1
13,313,Undirected,530,,,1
13,325,Undirected,531,,,1
13,332,Undirected,532,,,1
13,342,Undirected,533,,,1
14,20,Undirected,534,,,1
14,28,Undirected,535,,,1
14,41,Undirected,536,,,1
14,115,Undirected,537,,,1
14,116,Undirected,538,,,1
14,144,Undirected,539,,,1
14,149,Undirected,540,,,1
14,151,Undirected,541,,,1
14,214,Undirected,542,,,1
14,226,Undirected,543,,,1
14,310,Undirected,544,,,1
14,312,Undirected,545,,,1
14,326,Undirected,546,,,1
14,343,Undirected,547,,,1
16,29,Undirected,548,,,1
16,82,Undirected,549,,,1
16,118,Undirected,550,,,1
16,172,Undirected,551,,,1
16,261,Undirected,552,,,1
16,329,Undirected,553,,,1
16,331,Undirected,554,,,1
16,332,Undirected,555,,,1
17,19,Undirected,556,,,1
17,41,Undirected,557,,,1
17,111,Undirected,558,,,1
17,115,Undirected,559,,,1
17,116,Undirected,560,,,1
17,137,Undirected,561,,,1
17,140,Undirected,562,,,1
17,144,Undirected,563,,,1
17,214,Undirected,564,,,1
17,310,Undirected,565,,,1
17,312,Undirected,566,,,1
17,326,Undirected,567,,,1
19,41,Undirected,568,,,1
19,89,Undirected,569,,,1
19,112,Undirected,570,,,1
19,115,Undirected,571,,,1
19,138,Undirected,572,,,1
19,174,Undirected,573,,,1
19,175,Undirected,574,,,1
19,214,Undirected,575,,,1
19,227,Undirected,576,,,1
19,289,Undirected,577,,,1
19,293,Undirected,578,,,1
19,312,Undirected,579,,,1
19,319,Undirected,580,,,1
19,343,Undirected,581,,,1
20,41,Undirected,582,,,1
20,44,Undirected,583,,,1
20,111,Undirected,584,,,1
20,115,Undirected,585,,,1
20,149,Undirected,586,,,1
20,162,Undirected,587,,,1
20,214,Undirected,588,,,1
20,226,Undirected,589,,,1
20,312,Undirected,590,,,1
20,326,Undirected,591,,,1
20,333,Undirected,592,,,1
20,343,Undirected,593,,,1
21,25,Undirected,594,,,1
21,26,Undirected,595,,,1
21,31,Undirected,596,,,1
21,39,Undirected,597,,,1
21,40,Undirected,598,,,1
21,55,Undirected,599,,,1
21,56,Undirected,600,,,1
21,66,Undirected,601,,,1
21,67,Undirected,602,,,1
21,88,Undirected,603,,,1
21,98,Undirected,604,,,1
21,104,Undirected,605,,,1
21,105,Undirected,606,,,1
21,108,Undirected,607,,,1
21,109,Undirected,608,,,1
21,119,Undirected,609,,,1
21,121,Undirected,610,,,1
21,122,Undirected,611,,,1
21,123,Undirected,612,,,1
21,127,Undirected,613,,,1
21,134,Undirected,614,,,1
21,136,Undirected,615,,,1
21,142,Undirected,616,,,1
21,159,Undirected,617,,,1
21,161,Undirected,618,,,1
21,165,Undirected,619,,,1
21,169,Undirected,620,,,1
21,170,Undirected,621,,,1
21,184,Undirected,622,,,1
21,186,Undirected,623,,,1
21,188,Undirected,624,,,1
21,197,Undirected,625,,,1
21,200,Undirected,626,,,1
21,203,Undirected,627,,,1
21,212,Undirected,628,,,1
21,223,Undirected,629,,,1
21,232,Undirected,630,,,1
21,235,Undirected,631,,,1
21,236,Undirected,632,,,1
21,239,Undirected,633,,,1
21,248,Undirected,634,,,1
21,251,Undirected,635,,,1
21,252,Undirected,636,,,1
21,271,Undirected,637,,,1
21,272,Undirected,638,,,1
21,274,Undirected,639,,,1
21,277,Undirected,640,,,1
21,280,Undirected,641,,,1
21,281,Undirected,642,,,1
21,284,Undirected,643,,,1
21,297,Undirected,644,,,1
21,304,Undirected,645,,,1
21,308,Undirected,646,,,1
21,313,Undirected,647,,,1
21,315,Undirected,648,,,1
21,322,Undirected,649,,,1
21,323,Undirected,650,,,1
21,325,Undirected,651,,,1
21,332,Undirected,652,,,1
21,334,Undirected,653,,,1
21,342,Undirected,654,,,1
21,345,Undirected,655,,,1
22,87,Undirected,656,,,1
22,158,Undirected,657,,,1
22,168,Undirected,658,,,1
22,185,Undirected,659,,,1
22,277,Undirected,660,,,1
22,308,Undirected,661,,,1
22,324,Undirected,662,,,1
22,339,Undirected,663,,,1
22,347,Undirected,664,,,1
23,51,Undirected,665,,,1
23,61,Undirected,666,,,1
23,83,Undirected,667,,,1
23,99,Undirected,668,,,1
23,116,Undirected,669,,,1
23,124,Undirected,670,,,1
23,144,Undirected,671,,,1
23,155,Undirected,672,,,1
23,175,Undirected,673,,,1
23,190,Undirected,674,,,1
23,227,Undirected,675,,,1
23,230,Undirected,676,,,1
23,237,Undirected,677,,,1
23,240,Undirected,678,,,1
23,245,Undirected,679,,,1
23,267,Undirected,680,,,1
24,53,Undirected,681,,,1
24,57,Undirected,682,,,1
24,80,Undirected,683,,,1
24,92,Undirected,684,,,1
24,94,Undirected,685,,,1
24,101,Undirected,686,,,1
24,180,Undirected,687,,,1
24,187,Undirected,688,,,1
24,194,Undirected,689,,,1
24,242,Undirected,690,,,1
24,249,Undirected,691,,,1
24,266,Undirected,692,,,1
24,299,Undirected,693,,,1
24,302,Undirected,694,,,1
24,346,Undirected,695,,,1
25,26,Undirected,696,,,1
25,31,Undirected,697,,,1
25,39,Undirected,698,,,1
25,40,Undirected,699,,,1
25,51,Undirected,700,,,1
25,56,Undirected,701,,,1
25,65,Undirected,702,,,1
25,67,Undirected,703,,,1
25,69,Undirected,704,,,1
25,72,Undirected,705,,,1
25,73,Undirected,706,,,1
25,76,Undirected,707,,,1
25,79,Undirected,708,,,1
25,83,Undirected,709,,,1
25,84,Undirected,710,,,1
25,88,Undirected,711,,,1
25,94,Undirected,712,,,1
25,98,Undirected,713,,,1
25,103,Undirected,714,,,1
25,104,Undirected,715,,,1
25,105,Undirected,716,,,1
25,113,Undirected,717,,,1
25,119,Undirected,718,,,1
25,122,Undirected,719,,,1
25,130,Undirected,720,,,1
25,141,Undirected,721,,,1
25,148,Undirected,722,,,1
25,158,Undirected,723,,,1
25,169,Undirected,724,,,1
25,170,Undirected,725,,,1
25,176,Undirected,726,,,1
25,185,Undirected,727,,,1
25,186,Undirected,728,,,1
25,188,Undirected,729,,,1
25,199,Undirected,730,,,1
25,200,Undirected,731,,,1
25,203,Undirected,732,,,1
25,221,Undirected,733,,,1
25,224,Undirected,734,,,1
25,231,Undirected,735,,,1
25,232,Undirected,736,,,1
25,236,Undirected,737,,,1
25,237,Undirected,738,,,1
25,239,Undirected,739,,,1
25,246,Undirected,740,,,1
25,252,Undirected,741,,,1
25,257,Undirected,742,,,1
25,270,Undirected,743,,,1
25,271,Undirected,744,,,1
25,272,Undirected,745,,,1
25,276,Undirected,746,,,1
25,277,Undirected,747,,,1
25,280,Undirected,748,,,1
25,283,Undirected,749,,,1
25,285,Undirected,750,,,1
25,288,Undirected,751,,,1
25,290,Undirected,752,,,1
25,291,Undirected,753,,,1
25,297,Undirected,754,,,1
25,322,Undirected,755,,,1
25,323,Undirected,756,,,1
25,325,Undirected,757,,,1
25,331,Undirected,758,,,1
25,332,Undirected,759,,,1
25,336,Undirected,760,,,1
26,40,Undirected,761,,,1
26,55,Undirected,762,,,1
26,56,Undirected,763,,,1
26,62,Undirected,764,,,1
26,66,Undirected,765,,,1
26,67,Undirected,766,,,1
26,69,Undirected,767,,,1
26,72,Undirected,768,,,1
26,79,Undirected,769,,,1
26,98,Undirected,770,,,1
26,104,Undirected,771,,,1
26,109,Undirected,772,,,1
26,113,Undirected,773,,,1
26,118,Undirected,774,,,1
26,119,Undirected,775,,,1
26,122,Undirected,776,,,1
26,123,Undirected,777,,,1
26,128,Undirected,778,,,1
26,133,Undirected,779,,,1
26,134,Undirected,780,,,1
26,141,Undirected,781,,,1
26,142,Undirected,782,,,1
26,158,Undirected,783,,,1
26,161,Undirected,784,,,1
26,169,Undirected,785,,,1
26,170,Undirected,786,,,1
26,172,Undirected,787,,,1
26,176,Undirected,788,,,1
26,185,Undirected,789,,,1
26,186,Undirected,790,,,1
26,188,Undirected,791,,,1
26,199,Undirected,792,,,1
26,200,Undirected,793,,,1
26,203,Undirected,794,,,1
26,212,Undirected,795,,,1
26,223,Undirected,796,,,1
26,224,Undirected,797,,,1
26,232,Undirected,798,,,1
26,236,Undirected,799,,,1
26,239,Undirected,800,,,1
26,248,Undirected,801,,,1
26,252,Undirected,802,,,1
26,257,Undirected,803,,,1
26,265,Undirected,804,,,1
26,271,Undirected,805,,,1
26,276,Undirected,806,,,1
26,277,Undirected,807,,,1
26,280,Undirected,808,,,1
26,285,Undirected,809,,,1
26,291,Undirected,810,,,1
26,295,Undirected,811,,,1
26,297,Undirected,812,,,1
26,298,Undirected,813,,,1
26,304,Undirected,814,,,1
26,308,Undirected,815,,,1
26,313,Undirected,816,,,1
26,315,Undirected,817,,,1
26,322,Undirected,818,,,1
26,323,Undirected,819,,,1
26,325,Undirected,820,,,1
26,332,Undirected,821,,,1
26,334,Undirected,822,,,1
27,54,Undirected,823,,,1
27,119,Undirected,824,,,1
27,324,Undirected,825,,,1
27,329,Undirected,826,,,1
28,41,Undirected,827,,,1
28,115,Undirected,828,,,1
28,116,Undirected,829,,,1
28,140,Undirected,830,,,1
28,144,Undirected,831,,,1
28,149,Undirected,832,,,1
28,151,Undirected,833,,,1
28,226,Undirected,834,,,1
28,310,Undirected,835,,,1
28,312,Undirected,836,,,1
28,326,Undirected,837,,,1
29,40,Undirected,838,,,1
29,82,Undirected,839,,,1
29,106,Undirected,840,,,1
29,118,Undirected,841,,,1
29,172,Undirected,842,,,1
29,203,Undirected,843,,,1
29,211,Undirected,844,,,1
29,231,Undirected,845,,,1
29,247,Undirected,846,,,1
29,252,Undirected,847,,,1
29,338,Undirected,848,,,1
30,48,Undirected,849,,,1
30,56,Undirected,850,,,1
30,73,Undirected,851,,,1
30,178,Undirected,852,,,1
30,188,Undirected,853,,,1
30,200,Undirected,854,,,1
30,213,Undirected,855,,,1
30,224,Undirected,856,,,1
30,236,Undirected,857,,,1
30,271,Undirected,858,,,1
30,303,Undirected,859,,,1
30,304,Undirected,860,,,1
30,322,Undirected,861,,,1
30,329,Undirected,862,,,1
30,331,Undirected,863,,,1
31,51,Undirected,864,,,1
31,67,Undirected,865,,,1
31,83,Undirected,866,,,1
31,84,Undirected,867,,,1
31,109,Undirected,868,,,1
31,122,Undirected,869,,,1
31,129,Undirected,870,,,1
31,142,Undirected,871,,,1
31,168,Undirected,872,,,1
31,200,Undirected,873,,,1
31,237,Undirected,874,,,1
31,252,Undirected,875,,,1
31,277,Undirected,876,,,1
31,280,Undirected,877,,,1
31,291,Undirected,878,,,1
31,304,Undirected,879,,,1
31,308,Undirected,880,,,1
31,338,Undirected,881,,,1
31,339,Undirected,882,,,1
32,93,Undirected,883,,,1
32,137,Undirected,884,,,1
32,167,Undirected,885,,,1
32,310,Undirected,886,,,1
32,337,Undirected,887,,,1
33,42,Undirected,888,,,1
34,173,Undirected,889,,,1
34,348,Undirected,890,,,1
34,414,Undirected,891,,,1
34,428,Undirected,892,,,1
35,143,Undirected,893,,,1
36,108,Undirected,894,,,1
36,127,Undirected,895,,,1
36,135,Undirected,896,,,1
36,184,Undirected,897,,,1
36,197,Undirected,898,,,1
36,251,Undirected,899,,,1
36,281,Undirected,900,,,1
36,284,Undirected,901,,,1
36,309,Undirected,902,,,1
36,320,Undirected,903,,,1
38,117,Undirected,904,,,1
38,141,Undirected,905,,,1
38,178,Undirected,906,,,1
38,248,Undirected,907,,,1
38,322,Undirected,908,,,1
38,332,Undirected,909,,,1
38,339,Undirected,910,,,1
39,69,Undirected,911,,,1
39,105,Undirected,912,,,1
39,119,Undirected,913,,,1
39,121,Undirected,914,,,1
39,141,Undirected,915,,,1
39,161,Undirected,916,,,1
39,165,Undirected,917,,,1
39,200,Undirected,918,,,1
39,257,Undirected,919,,,1
39,277,Undirected,920,,,1
39,280,Undirected,921,,,1
39,313,Undirected,922,,,1
40,56,Undirected,923,,,1
40,67,Undirected,924,,,1
40,72,Undirected,925,,,1
40,77,Undirected,926,,,1
40,113,Undirected,927,,,1
40,132,Undirected,928,,,1
40,133,Undirected,929,,,1
